trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1268,False,"{'a': 0.4112399999999816, 'e': 0.5304656888619053}",20,0,-32.94627010039919,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1269,False,"{'a': 0.4111699999999816, 'e': 0.5302005223146353}",20,6,-31.65418651860206,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
1270,False,"{'a': 0.4110999999999816, 'e': 0.5299354883174988}",20,7,4.922960407615928,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1271,False,"{'a': 0.4110299999999816, 'e': 0.5296705868042371}",20,9,-4.540297437519558,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1272,False,"{'a': 0.41095999999998156, 'e': 0.5294058177086248}",30,20,3.6994508650403986,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.41088999999998155, 'e': 0.5291411809644697}",20,10,-35.82514437738442,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1274,False,"{'a': 0.41081999999998153, 'e': 0.5288766765056127}",30,6,7.766465268854775,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
1275,False,"{'a': 0.4107499999999815, 'e': 0.5286123042659275}",25,1,-42.92810623763517,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
1276,False,"{'a': 0.4106799999999815, 'e': 0.5283480641793211}",25,0,-83.06583166109257,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
1277,False,"{'a': 0.4106099999999815, 'e': 0.5280839561797336}",30,12,-12.09337891694373,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
1278,False,"{'a': 0.4105399999999815, 'e': 0.5278199802011379}",30,18,19.546969744160844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.41046999999998146, 'e': 0.5275561361775398}",25,5,-74.10211819874924,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
1280,False,"{'a': 0.41039999999998145, 'e': 0.5272924240429786}",20,4,-95.11803848068435,"{0: 9, 1: 2, 2: 2, 3: 2, 4: 1}",1
1281,False,"{'a': 0.41032999999998143, 'e': 0.5270288437315261}",20,0,-68.74330312254713,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1282,False,"{'a': 0.4102599999999814, 'e': 0.5267653951772875}",30,6,-21.76699812755492,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 0}",1
1283,False,"{'a': 0.4101899999999814, 'e': 0.5265020783144002}",20,8,-30.828965871659975,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
1284,False,"{'a': 0.4101199999999814, 'e': 0.5262388930770354}",20,0,-116.90329685816113,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
1285,False,"{'a': 0.4100499999999814, 'e': 0.5259758393993964}",20,1,-68.60776194706584,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 1}",1
1286,False,"{'a': 0.40997999999998136, 'e': 0.5257129172157202}",35,21,-80.66697857888836,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
1287,False,"{'a': 0.40990999999998134, 'e': 0.5254501264602759}",25,5,-124.97989077457615,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",1
1288,False,"{'a': 0.40983999999998133, 'e': 0.5251874670673661}",20,0,-52.775732264834964,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1289,False,"{'a': 0.4097699999999813, 'e': 0.5249249389713256}",30,0,-51.30389664587712,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
1290,False,"{'a': 0.4096999999999813, 'e': 0.5246625421065227}",20,3,-2.790577490980571,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1291,False,"{'a': 0.4096299999999813, 'e': 0.5244002764073581}",20,0,-47.76328109685613,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1292,False,"{'a': 0.4095599999999813, 'e': 0.5241381418082653}",30,14,-37.966034981204295,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
1293,False,"{'a': 0.40948999999998126, 'e': 0.5238761382437106}",25,1,-31.753891836090887,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 0}",1
1294,False,"{'a': 0.40941999999998124, 'e': 0.5236142656481934}",20,4,-33.61054387419536,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
1295,False,"{'a': 0.40934999999998123, 'e': 0.5233525239562451}",25,0,-31.046869811551844,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
1296,False,"{'a': 0.4092799999999812, 'e': 0.5230909131024306}",30,0,-36.0623899251991,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
1297,False,"{'a': 0.4092099999999812, 'e': 0.5228294330213471}",25,3,-76.56287200024481,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 1}",1
1298,False,"{'a': 0.4091399999999812, 'e': 0.5225680836476245}",25,14,-16.028694626841173,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1299,False,"{'a': 0.40906999999998117, 'e': 0.5223068649159256}",20,8,5.380532606480696,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1300,False,"{'a': 0.40899999999998116, 'e': 0.5220457767609458}",25,4,-11.843843828926444,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 0}",1
1301,False,"{'a': 0.40892999999998114, 'e': 0.5217848191174127}",20,11,-37.416590406166264,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1302,False,"{'a': 0.4088599999999811, 'e': 0.5215239919200872}",25,11,-14.267605656733727,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
1303,False,"{'a': 0.4087899999999811, 'e': 0.5212632951037623}",20,6,-57.331689196100896,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
1304,False,"{'a': 0.4087199999999811, 'e': 0.521002728603264}",30,14,-5.268158299341066,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
1305,False,"{'a': 0.4086499999999811, 'e': 0.5207422923534505}",25,0,-79.53837724112199,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 2}",0
1306,False,"{'a': 0.40857999999998107, 'e': 0.5204819862892128}",20,0,-45.92735663826415,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1307,False,"{'a': 0.40850999999998105, 'e': 0.5202218103454744}",25,16,-7.510563374752034,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
1308,False,"{'a': 0.40843999999998104, 'e': 0.5199617644571913}",20,8,-19.270860774150755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1309,False,"{'a': 0.408369999999981, 'e': 0.5197018485593521}",20,16,8.705276398476238,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.408299999999981, 'e': 0.5194420625869776}",30,0,-13.020844689936363,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
1311,False,"{'a': 0.408229999999981, 'e': 0.5191824064751216}",30,6,-26.108078311280188,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 0}",1
1312,False,"{'a': 0.408159999999981, 'e': 0.5189228801588698}",20,8,-14.184820463899912,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1313,False,"{'a': 0.40808999999998097, 'e': 0.5186634835733408}",20,11,3.8099997099145018,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1314,False,"{'a': 0.40801999999998095, 'e': 0.5184042166536854}",30,20,-8.432338565732115,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1315,False,"{'a': 0.40794999999998094, 'e': 0.5181450793350869}",20,0,-80.90934287329961,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
1316,False,"{'a': 0.4078799999999809, 'e': 0.5178860715527608}",20,14,12.572194334044902,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.4078099999999809, 'e': 0.5176271932419554}",20,10,-41.543851511881655,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
1318,False,"{'a': 0.4077399999999809, 'e': 0.5173684443379509}",20,12,3.556193509280523,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1319,False,"{'a': 0.4076699999999809, 'e': 0.5171098247760603}",20,13,4.194550519321967,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.40759999999998087, 'e': 0.5168513344916286}",25,0,-29.89254937450226,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
1321,False,"{'a': 0.40752999999998085, 'e': 0.5165929734200331}",20,0,-57.50341155228631,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1322,False,"{'a': 0.40745999999998084, 'e': 0.5163347414966837}",25,12,-2.3444357016059545,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1323,False,"{'a': 0.4073899999999808, 'e': 0.5160766386570225}",35,19,-20.425098870525996,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
1324,False,"{'a': 0.4073199999999808, 'e': 0.5158186648365234}",25,20,9.982865152443313,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.4072499999999808, 'e': 0.5155608199706934}",20,0,-37.53619136667427,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1326,False,"{'a': 0.4071799999999808, 'e': 0.5153031039950708}",30,0,-69.48425156470857,"{0: 22, 1: 1, 2: 5, 3: 2, 4: 0}",0
1327,False,"{'a': 0.40710999999998077, 'e': 0.5150455168452271}",25,15,10.60133038868269,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.40703999999998075, 'e': 0.5147880584567653}",20,0,-51.41261692023892,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
1329,False,"{'a': 0.40696999999998074, 'e': 0.5145307287653208}",25,2,-19.181658567126668,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 0}",1
1330,False,"{'a': 0.4068999999999807, 'e': 0.5142735277065611}",30,0,-35.099807062104496,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
1331,False,"{'a': 0.4068299999999807, 'e': 0.5140164552161861}",35,14,-40.7462615910439,"{0: 17, 1: 0, 2: 1, 3: 3, 4: 0}",1
1332,False,"{'a': 0.4067599999999807, 'e': 0.5137595112299275}",20,6,16.431958348300185,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.4066899999999807, 'e': 0.5135026956835494}",25,4,-7.044457481850667,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 0}",1
1334,False,"{'a': 0.40661999999998066, 'e': 0.5132460085128479}",30,8,-44.345070975992776,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 0}",1
1335,False,"{'a': 0.40654999999998065, 'e': 0.5129894496536512}",20,10,-24.983124830392747,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
1336,False,"{'a': 0.40647999999998063, 'e': 0.5127330190418196}",35,22,4.057145936895299,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1337,False,"{'a': 0.4064099999999806, 'e': 0.5124767166132453}",25,13,24.144195807550545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.4063399999999806, 'e': 0.512220542303853}",20,6,14.184599210079483,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.4062699999999806, 'e': 0.5119644960495988}",25,0,-69.61215520658746,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
1340,False,"{'a': 0.4061999999999806, 'e': 0.5117085777864715}",20,0,-8.220124766508759,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1341,False,"{'a': 0.40612999999998056, 'e': 0.511452787450491}",20,0,-140.82376742963504,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 4}",0
1342,False,"{'a': 0.40605999999998055, 'e': 0.5111971249777103}",20,0,-7.146941781440415,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1343,False,"{'a': 0.40598999999998053, 'e': 0.5109415903042134}",25,10,15.127474248144814,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1344,False,"{'a': 0.4059199999999805, 'e': 0.5106861833661167}",20,9,-13.196093477442947,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1345,False,"{'a': 0.4058499999999805, 'e': 0.5104309040995686}",30,0,-137.20580589853176,"{0: 24, 1: 0, 2: 1, 3: 2, 4: 3}",0
1346,False,"{'a': 0.4057799999999805, 'e': 0.5101757524407492}",30,4,2.641982593399625,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
1347,False,"{'a': 0.4057099999999805, 'e': 0.5099207283258704}",20,5,-1.3852349864816191,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1348,False,"{'a': 0.40563999999998046, 'e': 0.5096658316911765}",25,15,15.360309921761056,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.40556999999998045, 'e': 0.5094110624729431}",20,0,-14.439541607445477,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1350,False,"{'a': 0.40549999999998043, 'e': 0.509156420607478}",20,0,20.00191354495382,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1351,False,"{'a': 0.4054299999999804, 'e': 0.5089019060311206}",25,17,-10.934253179919418,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1352,False,"{'a': 0.4053599999999804, 'e': 0.5086475186802425}",20,0,5.782788765035407,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1353,False,"{'a': 0.4052899999999804, 'e': 0.5083932584912466}",25,9,-66.31730599278947,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
1354,False,"{'a': 0.4052199999999804, 'e': 0.508139125400568}",25,4,-55.22002318978122,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 1}",1
1355,False,"{'a': 0.40514999999998036, 'e': 0.5078851193446735}",20,0,28.258938734720658,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.40507999999998034, 'e': 0.5076312402600615}",20,7,-26.9351485531959,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
1357,False,"{'a': 0.40500999999998033, 'e': 0.507377488083262}",20,6,-9.714038508700213,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1358,False,"{'a': 0.4049399999999803, 'e': 0.5071238627508373}",20,4,-55.54933975510366,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
1359,False,"{'a': 0.4048699999999803, 'e': 0.5068703641993809}",25,7,-51.95501067107349,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1360,False,"{'a': 0.4047999999999803, 'e': 0.5066169923655183}",25,11,-43.266911947754096,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1361,False,"{'a': 0.40472999999998027, 'e': 0.5063637471859063}",35,17,0.6089712998785815,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1362,False,"{'a': 0.40465999999998026, 'e': 0.5061106285972338}",20,0,-80.17300564485579,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
1363,False,"{'a': 0.40458999999998024, 'e': 0.505857636536221}",20,12,1.2484376037428715,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1364,False,"{'a': 0.40451999999998023, 'e': 0.50560477093962}",20,9,-1.0319336225680402,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1365,False,"{'a': 0.4044499999999802, 'e': 0.5053520317442144}",20,0,-64.42688783658241,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1366,False,"{'a': 0.4043799999999802, 'e': 0.5050994188868193}",30,2,-146.66390432812318,"{0: 18, 1: 0, 2: 6, 3: 2, 4: 2}",1
1367,False,"{'a': 0.4043099999999802, 'e': 0.5048469323042817}",35,2,-32.070151064840225,"{0: 28, 1: 1, 2: 2, 3: 2, 4: 0}",1
1368,False,"{'a': 0.40423999999998017, 'e': 0.5045945719334797}",25,0,-75.19761631030504,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",1
1369,False,"{'a': 0.40416999999998016, 'e': 0.5043423377113233}",20,0,-46.91420928095849,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
1370,False,"{'a': 0.40409999999998014, 'e': 0.504090229574754}",20,15,2.6230715659074093,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.4040299999999801, 'e': 0.5038382474607447}",20,0,-56.32178725642295,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1372,False,"{'a': 0.4039599999999801, 'e': 0.5035863913062999}",20,0,-15.85956892979578,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1373,False,"{'a': 0.4038899999999801, 'e': 0.5033346610484555}",20,0,-30.400400845514678,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1374,False,"{'a': 0.4038199999999801, 'e': 0.503083056624279}",20,0,-10.167010165042546,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1375,False,"{'a': 0.40374999999998007, 'e': 0.5028315779708693}",30,11,-54.0835184522742,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
1376,False,"{'a': 0.40367999999998005, 'e': 0.5025802250253567}",20,13,-26.81395282457547,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1377,False,"{'a': 0.40360999999998004, 'e': 0.502328997724903}",30,0,-105.12229543666093,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
1378,False,"{'a': 0.40353999999998, 'e': 0.5020778960067014}",20,11,5.5165252469645445,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1379,False,"{'a': 0.40346999999998, 'e': 0.5018269198079763}",20,6,20.35723924176603,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.40339999999998, 'e': 0.5015760690659838}",25,15,-15.59100489362889,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
1381,False,"{'a': 0.40332999999998, 'e': 0.5013253437180113}",20,14,10.43411136691061,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.40325999999997997, 'e': 0.5010747437013772}",25,8,-8.72788968081499,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1383,False,"{'a': 0.40318999999997995, 'e': 0.5008242689534317}",20,7,-30.8478425679468,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
1384,False,"{'a': 0.40311999999997994, 'e': 0.5005739194115559}",25,0,-112.64562732163529,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
1385,False,"{'a': 0.4030499999999799, 'e': 0.5003236950131628}",25,11,-43.83771337020855,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
1386,False,"{'a': 0.4029799999999799, 'e': 0.5000735956956959}",30,0,-63.58349563967288,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
1387,False,"{'a': 0.4029099999999799, 'e': 0.4998236213966305}",20,0,-2.070249019606204,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1388,False,"{'a': 0.4028399999999799, 'e': 0.49957377205347314}",30,12,-11.91286525339935,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
1389,False,"{'a': 0.40276999999997987, 'e': 0.49932404760376137}",30,0,-39.456881331093406,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
1390,False,"{'a': 0.40269999999997985, 'e': 0.4990744479850641}",25,17,15.50947054613431,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.40262999999997984, 'e': 0.4988249731349815}",20,4,-12.136263658076821,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 0}",1
1392,False,"{'a': 0.4025599999999798, 'e': 0.49857562299114466}",20,0,-48.73005914363917,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1393,False,"{'a': 0.4024899999999798, 'e': 0.4983263974912162}",25,20,6.03805775962521,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.4024199999999798, 'e': 0.49807729657288974}",20,0,-92.09222097254613,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1395,False,"{'a': 0.4023499999999798, 'e': 0.49782832017388995}",25,9,-46.07723405153527,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
1396,False,"{'a': 0.40227999999997976, 'e': 0.4975794682319729}",20,13,4.121417138111181,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.40220999999997975, 'e': 0.4973307406849254}",25,0,-15.337980733854685,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
1398,False,"{'a': 0.40213999999997974, 'e': 0.49708213747056573}",20,7,-6.68737580495647,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1399,False,"{'a': 0.4020699999999797, 'e': 0.496833658526743}",25,13,4.343099253759174,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1400,False,"{'a': 0.4019999999999797, 'e': 0.4965853037913375}",20,0,-45.83376580102885,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1401,False,"{'a': 0.4019299999999797, 'e': 0.4963370732022605}",20,6,2.9968171261886747,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1402,False,"{'a': 0.4018599999999797, 'e': 0.49608896669745445}",30,24,10.330040761176713,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.40178999999997966, 'e': 0.4958409842148926}",25,11,2.0046530066928296,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1404,False,"{'a': 0.40171999999997965, 'e': 0.4955931256925794}",20,1,3.0806295316886967,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1405,False,"{'a': 0.40164999999997963, 'e': 0.4953453910685502}",25,0,1.3162779379838603,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1406,False,"{'a': 0.4015799999999796, 'e': 0.49509778028087137}",25,0,-22.261617585868333,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
1407,False,"{'a': 0.4015099999999796, 'e': 0.49485029326764013}",30,20,-44.37489550695816,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
1408,False,"{'a': 0.4014399999999796, 'e': 0.49460292996698485}",30,1,-50.91604065998743,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 2}",1
1409,False,"{'a': 0.4013699999999796, 'e': 0.49435569031706456}",20,1,-13.227181095344244,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
1410,False,"{'a': 0.40129999999997956, 'e': 0.4941085742560695}",20,0,-31.669406536528417,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1411,False,"{'a': 0.40122999999997955, 'e': 0.49386158172222056}",20,13,-11.1954574826254,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1412,False,"{'a': 0.40115999999997953, 'e': 0.49361471265376966}",30,4,-54.99201258972168,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 1}",1
1413,False,"{'a': 0.4010899999999795, 'e': 0.49336796698899943}",30,16,12.815768122171606,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1414,False,"{'a': 0.4010199999999795, 'e': 0.49312134466622354}",20,4,-18.39444802691164,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
1415,False,"{'a': 0.4009499999999795, 'e': 0.49287484562378636}",25,0,-0.16673280385818678,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1416,False,"{'a': 0.4008799999999795, 'e': 0.4926284698000632}",20,16,8.383957263800372,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.40080999999997946, 'e': 0.49238221713346003}",20,11,18.935416139340276,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.40073999999997945, 'e': 0.4921360875624137}",20,0,-3.2189725127601134,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
1419,False,"{'a': 0.40066999999997943, 'e': 0.49189008102539183}",25,0,-36.54102951327762,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
1420,False,"{'a': 0.4005999999999794, 'e': 0.4916441974608927}",20,8,9.059361485480139,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.4005299999999794, 'e': 0.49139843680744566}",20,10,-20.179948432466848,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
1422,False,"{'a': 0.4004599999999794, 'e': 0.49115279900361025}",30,8,-21.015965054336974,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 0}",1
1423,False,"{'a': 0.4003899999999794, 'e': 0.4909072839879773}",30,9,-7.289072827811208,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
1424,False,"{'a': 0.40031999999997936, 'e': 0.49066189169916774}",20,11,-1.1306221357829744,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1425,False,"{'a': 0.40024999999997934, 'e': 0.49041662207583375}",20,6,-19.65883398356164,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
1426,False,"{'a': 0.40017999999997933, 'e': 0.49017147505665776}",25,0,-67.23373621978983,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
1427,False,"{'a': 0.4001099999999793, 'e': 0.48992645058035317}",20,8,-27.33305878053321,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
1428,False,"{'a': 0.4000399999999793, 'e': 0.4896815485856637}",25,12,7.579689197394953,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.3999699999999793, 'e': 0.489436769011364}",20,1,-24.633929762304724,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
1430,False,"{'a': 0.39989999999997927, 'e': 0.48919211179625904}",20,0,-25.557990178818073,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1431,False,"{'a': 0.39982999999997926, 'e': 0.4889475768791846}",35,20,-90.1835232380653,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
1432,False,"{'a': 0.39975999999997924, 'e': 0.48870316419900695}",30,20,-5.540336608606511,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1433,False,"{'a': 0.39968999999997923, 'e': 0.4884588736946229}",20,0,5.504879707671293,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1434,False,"{'a': 0.3996199999999792, 'e': 0.48821470530495975}",20,0,3.8861474666034486,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1435,False,"{'a': 0.3995499999999792, 'e': 0.48797065896897557}",20,14,9.959308658998431,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.3994799999999792, 'e': 0.48772673462565863}",20,10,-5.620314487709317,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1437,False,"{'a': 0.39940999999997917, 'e': 0.4874829322140279}",30,17,-48.44172514715233,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
