trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
4436,False,"{'a': 0.1894799999999597, 'e': 0.10882654440567877}",20,3,25.111289782766764,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
4437,False,"{'a': 0.18940999999995972, 'e': 0.10877214473452707}",25,15,-4.295150770620022,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
4438,False,"{'a': 0.18933999999995973, 'e': 0.10871777225641213}",20,13,2.5836662428193886,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
4439,False,"{'a': 0.18926999999995975, 'e': 0.10866342695774077}",30,21,11.791071453124722,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
4440,False,"{'a': 0.18919999999995976, 'e': 0.1086091088249267}",20,12,-19.83873727481285,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
4441,False,"{'a': 0.18912999999995977, 'e': 0.10855481784439051}",20,9,8.05029327400906,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4442,False,"{'a': 0.1890599999999598, 'e': 0.10850055400255926}",25,1,-12.224453145629884,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 1}",1
4443,False,"{'a': 0.1889899999999598, 'e': 0.10844631728586707}",20,13,13.244966843256279,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4444,False,"{'a': 0.18891999999995981, 'e': 0.1083921076807548}",20,9,4.529824833472214,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4445,False,"{'a': 0.18884999999995983, 'e': 0.10833792517367004}",20,12,-0.4532348898822989,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4446,False,"{'a': 0.18877999999995984, 'e': 0.10828376975106707}",25,9,26.875290007952444,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4447,False,"{'a': 0.18870999999995985, 'e': 0.10822964139940715}",20,16,9.265461450896659,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4448,False,"{'a': 0.18863999999995987, 'e': 0.1081755401051581}",25,20,9.421995144115453,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4449,False,"{'a': 0.18856999999995988, 'e': 0.1081214658547947}",20,13,0.951565886489212,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
4450,False,"{'a': 0.1884999999999599, 'e': 0.10806741863479831}",20,14,14.451202386794504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4451,False,"{'a': 0.1884299999999599, 'e': 0.1080133984316571}",35,25,8.95864798885158,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4452,False,"{'a': 0.18835999999995992, 'e': 0.1079594052318661}",20,5,25.040620136731356,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4453,False,"{'a': 0.18828999999995993, 'e': 0.10790543902192694}",30,11,34.03038136455076,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4454,False,"{'a': 0.18821999999995995, 'e': 0.10785149978834818}",25,13,12.149923058568447,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
4455,False,"{'a': 0.18814999999995996, 'e': 0.10779758751764483}",25,16,5.621513746365201,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
4456,False,"{'a': 0.18807999999995997, 'e': 0.10774370219633889}",30,14,19.972275457130763,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
4457,False,"{'a': 0.18800999999996, 'e': 0.10768984381095918}",20,0,16.77684103270398,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
4458,False,"{'a': 0.18793999999996, 'e': 0.10763601234804096}",30,19,12.126942990575428,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
4459,False,"{'a': 0.18786999999996, 'e': 0.10758220779412628}",20,3,26.356579056739083,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4460,False,"{'a': 0.18779999999996003, 'e': 0.1075284301357642}",25,16,17.844256170620657,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4461,False,"{'a': 0.18772999999996004, 'e': 0.10747467935951022}",30,22,-5.8886601406125205,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
4462,False,"{'a': 0.18765999999996005, 'e': 0.10742095545192669}",25,19,13.005629046276514,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4463,False,"{'a': 0.18758999999996007, 'e': 0.10736725839958243}",20,16,8.406098658043149,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4464,False,"{'a': 0.18751999999996008, 'e': 0.10731358818905339}",30,22,15.155835381349593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4465,False,"{'a': 0.1874499999999601, 'e': 0.10725994480692204}",20,8,12.26706164501709,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4466,False,"{'a': 0.1873799999999601, 'e': 0.10720632823977735}",30,22,19.329289895822377,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4467,False,"{'a': 0.18730999999996012, 'e': 0.10715273847421529}",20,7,23.152594210592035,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4468,False,"{'a': 0.18723999999996013, 'e': 0.10709917549683845}",20,16,8.813598423167953,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4469,False,"{'a': 0.18716999999996015, 'e': 0.10704563929425605}",20,5,12.307884568978512,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
4470,False,"{'a': 0.18709999999996016, 'e': 0.10699212985308403}",30,24,10.689752310135642,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4471,False,"{'a': 0.18702999999996017, 'e': 0.10693864715994497}",20,10,18.53778139313717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4472,False,"{'a': 0.18695999999996019, 'e': 0.10688519120146826}",30,24,11.941995179907188,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4473,False,"{'a': 0.1868899999999602, 'e': 0.10683176196428996}",20,15,8.155671377031343,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4474,False,"{'a': 0.1868199999999602, 'e': 0.1067783594350527}",20,1,-14.189416560275257,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 0}",1
4475,False,"{'a': 0.18674999999996023, 'e': 0.10672498360040583}",30,20,12.25044407622132,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4476,False,"{'a': 0.18667999999996024, 'e': 0.10667163444700545}",20,13,7.158131148395499,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
4477,False,"{'a': 0.18660999999996025, 'e': 0.10661831196151418}",25,19,12.866954007294009,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4478,False,"{'a': 0.18653999999996027, 'e': 0.10656501613060156}",20,0,28.149551886310306,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4479,False,"{'a': 0.18646999999996028, 'e': 0.10651174694094342}",20,16,6.892273967679621,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4480,False,"{'a': 0.1863999999999603, 'e': 0.10645850437922254}",30,12,11.718816403909045,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
4481,False,"{'a': 0.1863299999999603, 'e': 0.10640528843212844}",25,5,17.94669235979985,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
4482,False,"{'a': 0.18625999999996032, 'e': 0.10635209908635697}",25,13,21.852510159661506,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4483,False,"{'a': 0.18618999999996033, 'e': 0.10629893632861076}",30,20,17.092177349361002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4484,False,"{'a': 0.18611999999996034, 'e': 0.1062458001455992}",30,17,22.229455755885642,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4485,False,"{'a': 0.18604999999996036, 'e': 0.10619269052403826}",20,3,8.281648335159845,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
4486,False,"{'a': 0.18597999999996037, 'e': 0.10613960745065057}",20,4,11.28208674441695,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
4487,False,"{'a': 0.18590999999996038, 'e': 0.10608655091216515}",25,11,21.65881680046218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4488,False,"{'a': 0.1858399999999604, 'e': 0.10603352089531805}",20,4,24.68832535886095,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4489,False,"{'a': 0.1857699999999604, 'e': 0.10598051738685182}",20,12,14.891935506081563,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4490,False,"{'a': 0.18569999999996042, 'e': 0.1059275403735154}",20,16,9.296396384866043,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4491,False,"{'a': 0.18562999999996044, 'e': 0.10587458984206467}",30,8,15.162365334100059,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
4492,False,"{'a': 0.18555999999996045, 'e': 0.10582166577926191}",20,8,6.843063597350195,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4493,False,"{'a': 0.18548999999996046, 'e': 0.10576876817187619}",20,12,3.0958249885324642,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4494,False,"{'a': 0.18541999999996048, 'e': 0.10571589700668306}",20,10,18.075788439963976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4495,False,"{'a': 0.1853499999999605, 'e': 0.10566305227046469}",20,16,7.291168731983578,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4496,False,"{'a': 0.1852799999999605, 'e': 0.10561023395000993}",25,13,17.801424662611925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4497,False,"{'a': 0.18520999999996052, 'e': 0.10555744203211426}",20,10,21.6100884705926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4498,False,"{'a': 0.18513999999996053, 'e': 0.10550467650357964}",20,14,1.3300361222473422,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
4499,False,"{'a': 0.18506999999996054, 'e': 0.1054519373512147}",20,11,16.670338536636287,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4500,False,"{'a': 0.18499999999996056, 'e': 0.10539922456183462}",20,4,27.523515156305415,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4501,False,"{'a': 0.18492999999996057, 'e': 0.1053465381222612}",20,16,7.374223503229438,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4502,False,"{'a': 0.18485999999996058, 'e': 0.10529387801932297}",20,3,7.678394224239515,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
4503,False,"{'a': 0.1847899999999606, 'e': 0.1052412442398547}",20,16,7.370259075760361,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4504,False,"{'a': 0.1847199999999606, 'e': 0.10518863677069804}",25,0,21.49083171188753,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
4505,False,"{'a': 0.18464999999996062, 'e': 0.10513605559870115}",25,3,19.64543053379799,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
4506,False,"{'a': 0.18457999999996064, 'e': 0.10508350071071872}",20,2,-9.986949058723315,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
4507,False,"{'a': 0.18450999999996065, 'e': 0.10503097209361197}",25,8,-13.53461873897233,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
4508,False,"{'a': 0.18443999999996066, 'e': 0.10497846973424878}",20,5,0.3539886404125199,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
4509,False,"{'a': 0.18436999999996068, 'e': 0.10492599361950362}",20,10,11.898514972108316,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
4510,False,"{'a': 0.1842999999999607, 'e': 0.10487354373625747}",20,7,23.460655114392274,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4511,False,"{'a': 0.1842299999999607, 'e': 0.10482112007139764}",20,11,3.4073789823528333,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
4512,False,"{'a': 0.18415999999996072, 'e': 0.1047687226118185}",25,17,16.383713858120842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4513,False,"{'a': 0.18408999999996073, 'e': 0.10471635134442052}",20,15,9.445781355637605,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4514,False,"{'a': 0.18401999999996074, 'e': 0.1046640062561109}",20,14,11.071771518426193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4515,False,"{'a': 0.18394999999996076, 'e': 0.10461168733380342}",20,12,13.717268970138024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4516,False,"{'a': 0.18387999999996077, 'e': 0.10455939456441829}",25,17,14.77559281616471,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4517,False,"{'a': 0.18380999999996078, 'e': 0.10450712793488243}",20,0,9.305577988581621,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
4518,False,"{'a': 0.1837399999999608, 'e': 0.104454887432129}",20,12,14.769973486837952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4519,False,"{'a': 0.1836699999999608, 'e': 0.10440267304309797}",25,15,17.809325922595875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4520,False,"{'a': 0.18359999999996082, 'e': 0.1043504847547358}",35,20,20.152689626143086,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
4521,False,"{'a': 0.18352999999996084, 'e': 0.1042983225539953}",20,11,18.273065677445057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4522,False,"{'a': 0.18345999999996085, 'e': 0.10424618642783605}",30,17,23.52435634122038,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4523,False,"{'a': 0.18338999999996086, 'e': 0.10419407636322395}",30,21,16.455427669031,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4524,False,"{'a': 0.18331999999996088, 'e': 0.10414199234713142}",20,10,21.038177158078458,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4525,False,"{'a': 0.1832499999999609, 'e': 0.10408993436653757}",20,10,20.04309560917712,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4526,False,"{'a': 0.1831799999999609, 'e': 0.10403790240842786}",25,3,39.14218166533009,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4527,False,"{'a': 0.18310999999996092, 'e': 0.10398589645979424}",25,11,-17.250013394789345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
4528,False,"{'a': 0.18303999999996093, 'e': 0.10393391650763528}",20,3,33.29015219083836,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4529,False,"{'a': 0.18296999999996094, 'e': 0.10388196253895604}",30,14,20.21405981131285,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
4530,False,"{'a': 0.18289999999996095, 'e': 0.10383003454076797}",25,18,0.20987276335068428,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
4531,False,"{'a': 0.18282999999996097, 'e': 0.10377813250008903}",30,18,22.999268121645002,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4532,False,"{'a': 0.18275999999996098, 'e': 0.10372625640394376}",20,13,0.9505223152193942,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
4533,False,"{'a': 0.182689999999961, 'e': 0.10367440623936322}",20,8,21.8532165757118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4534,False,"{'a': 0.182619999999961, 'e': 0.10362258199338473}",20,10,20.343927323404973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4535,False,"{'a': 0.18254999999996102, 'e': 0.1035707836530522}",20,11,13.426358650038928,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4536,False,"{'a': 0.18247999999996103, 'e': 0.10351901120541619}",20,16,7.4600149676428105,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4537,False,"{'a': 0.18240999999996105, 'e': 0.10346726463753354}",25,15,-11.198025126576992,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
4538,False,"{'a': 0.18233999999996106, 'e': 0.10341554393646754}",25,14,19.91502188261117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4539,False,"{'a': 0.18226999999996107, 'e': 0.1033638490892881}",20,10,6.8516863348280435,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4540,False,"{'a': 0.1821999999999611, 'e': 0.10331218008307143}",20,3,30.64504982606766,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4541,False,"{'a': 0.1821299999999611, 'e': 0.10326053690490042}",30,4,17.233722629046014,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
4542,False,"{'a': 0.18205999999996111, 'e': 0.10320891954186406}",25,17,14.064390596264708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4543,False,"{'a': 0.18198999999996113, 'e': 0.10315732798105814}",30,18,8.455567095534306,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4544,False,"{'a': 0.18191999999996114, 'e': 0.1031057622095848}",30,0,7.05974066982286,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
4545,False,"{'a': 0.18184999999996115, 'e': 0.1030542222145525}",20,10,17.37181425597115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4546,False,"{'a': 0.18177999999996117, 'e': 0.10300270798307637}",25,10,2.2156867608856627,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
4547,False,"{'a': 0.18170999999996118, 'e': 0.1029512195022777}",20,15,8.943690319520218,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4548,False,"{'a': 0.1816399999999612, 'e': 0.10289975675928444}",25,11,27.75811515460654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4549,False,"{'a': 0.1815699999999612, 'e': 0.10284831974123093}",30,16,20.4164918750935,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
4550,False,"{'a': 0.18149999999996122, 'e': 0.1027969084352579}",20,14,1.1117494131790298,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
4551,False,"{'a': 0.18142999999996123, 'e': 0.10274552282851249}",25,17,19.430690287751617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4552,False,"{'a': 0.18135999999996125, 'e': 0.1026941629081483}",20,6,11.144575373733266,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4553,False,"{'a': 0.18128999999996126, 'e': 0.10264282866132542}",20,6,26.26205203668328,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4554,False,"{'a': 0.18121999999996127, 'e': 0.10259152007521029}",25,3,36.267258849552206,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4555,False,"{'a': 0.1811499999999613, 'e': 0.10254023713697558}",20,13,13.921173066665853,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4556,False,"{'a': 0.1810799999999613, 'e': 0.10248897983380073}",25,11,26.791387166246984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4557,False,"{'a': 0.1810099999999613, 'e': 0.10243774815287146}",25,16,-46.71856300851896,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
4558,False,"{'a': 0.18093999999996133, 'e': 0.10238654208137972}",30,18,21.783393943139707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4559,False,"{'a': 0.18086999999996134, 'e': 0.10233536160652394}",25,13,16.0321890994347,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
4560,False,"{'a': 0.18079999999996135, 'e': 0.10228420671550918}",25,13,25.882867662513586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4561,False,"{'a': 0.18072999999996137, 'e': 0.10223307739554664}",25,14,23.420675790582923,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4562,False,"{'a': 0.18065999999996138, 'e': 0.10218197363385398}",30,19,12.208313717282548,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
4563,False,"{'a': 0.1805899999999614, 'e': 0.10213089541765522}",35,25,22.683650132102443,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4564,False,"{'a': 0.1805199999999614, 'e': 0.10207984273418085}",30,18,25.17082582432769,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4565,False,"{'a': 0.18044999999996142, 'e': 0.10202881557066777}",20,14,8.383671085135784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4566,False,"{'a': 0.18037999999996143, 'e': 0.10197781391435903}",25,8,19.86748219032177,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4567,False,"{'a': 0.18030999999996145, 'e': 0.10192683775250434}",25,16,17.175359425259416,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4568,False,"{'a': 0.18023999999996146, 'e': 0.10187588707235959}",20,10,14.862681253040483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4569,False,"{'a': 0.18016999999996147, 'e': 0.10182496186118713}",20,8,19.401856619196888,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4570,False,"{'a': 0.18009999999996149, 'e': 0.10177406210625575}",25,3,35.987139317432764,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4571,False,"{'a': 0.1800299999999615, 'e': 0.10172318779484034}",25,9,-25.274846921167356,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
4572,False,"{'a': 0.1799599999999615, 'e': 0.10167233891422241}",30,15,26.362564308408704,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4573,False,"{'a': 0.17988999999996153, 'e': 0.10162151545168978}",25,14,17.6994807751629,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4574,False,"{'a': 0.17981999999996154, 'e': 0.10157071739453655}",30,22,15.154601146759465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4575,False,"{'a': 0.17974999999996155, 'e': 0.10151994473006319}",20,14,8.71795588932443,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4576,False,"{'a': 0.17967999999996156, 'e': 0.10146919744557645}",20,5,6.665434511181951,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
4577,False,"{'a': 0.17960999999996158, 'e': 0.10141847552838969}",30,13,18.614760081616694,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4578,False,"{'a': 0.1795399999999616, 'e': 0.10136777896582239}",30,16,28.343967683571194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4579,False,"{'a': 0.1794699999999616, 'e': 0.10131710774520022}",20,8,17.797342442613676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4580,False,"{'a': 0.17939999999996162, 'e': 0.10126646185385556}",20,12,14.402296122186566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4581,False,"{'a': 0.17932999999996163, 'e': 0.10121584127912699}",25,8,17.293367437996757,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4582,False,"{'a': 0.17925999999996164, 'e': 0.10116524600835922}",25,18,15.95385777801415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4583,False,"{'a': 0.17918999999996166, 'e': 0.10111467602890342}",20,8,15.599485430828533,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
4584,False,"{'a': 0.17911999999996167, 'e': 0.10106413132811716}",20,6,22.699670078093288,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4585,False,"{'a': 0.17904999999996168, 'e': 0.1010136118933643}",30,17,-14.989930533822532,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
4586,False,"{'a': 0.1789799999999617, 'e': 0.10096311771201495}",20,6,12.85640554940483,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4587,False,"{'a': 0.1789099999999617, 'e': 0.10091264877144551}",25,20,9.758886266963824,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4588,False,"{'a': 0.17883999999996172, 'e': 0.10086220505903883}",20,10,-3.321615855242113,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
4589,False,"{'a': 0.17876999999996174, 'e': 0.10081178656218394}",25,19,15.83657556815271,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4590,False,"{'a': 0.17869999999996175, 'e': 0.10076139326827616}",25,9,-29.406523727965983,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
4591,False,"{'a': 0.17862999999996176, 'e': 0.10071102516471728}",30,20,21.281653239886722,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4592,False,"{'a': 0.17855999999996178, 'e': 0.10066068223891517}",20,14,12.846423453601934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4593,False,"{'a': 0.1784899999999618, 'e': 0.10061036447828413}",20,12,15.412138765818007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4594,False,"{'a': 0.1784199999999618, 'e': 0.10056007187024484}",25,13,19.110492362186058,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4595,False,"{'a': 0.17834999999996182, 'e': 0.10050980440222394}",20,11,20.162011740754636,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4596,False,"{'a': 0.17827999999996183, 'e': 0.10045956206165471}",25,17,11.9099821464015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4597,False,"{'a': 0.17820999999996184, 'e': 0.10040934483597648}",20,9,22.170329413069684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4598,False,"{'a': 0.17813999999996186, 'e': 0.10035915271263503}",25,12,25.68137980748051,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4599,False,"{'a': 0.17806999999996187, 'e': 0.10030898567908227}",20,11,4.508083028300789,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
4600,False,"{'a': 0.17799999999996188, 'e': 0.10025884372277637}",25,18,13.704892736575125,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4601,False,"{'a': 0.1779299999999619, 'e': 0.10020872683118201}",20,5,-0.39165396897661986,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
4602,False,"{'a': 0.1778599999999619, 'e': 0.10015863499176993}",20,10,22.376095749182795,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4603,False,"{'a': 0.17778999999996192, 'e': 0.10010856819201698}",25,11,8.620276166467189,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4604,False,"{'a': 0.17771999999996194, 'e': 0.10005852641940668}",20,10,19.78780647047993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4605,False,"{'a': 0.17764999999996195, 'e': 0.10000850966142852}",25,16,-19.554218186709512,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
4606,False,"{'a': 0.17757999999996196, 'e': 0.09995851790557829}",25,13,22.925409756912032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4607,False,"{'a': 0.17750999999996198, 'e': 0.09990855113935801}",20,6,21.688991211305588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
